student_id,level,stream,gender,religion,minority_status,caste_category,previous_education_percentage,annual_income,other_scholarship,scholarship_id,scholarship_name,min_percentage,max_income,eligible,allowed_caste
S00267,PG,MCom Finance,Male,Hindu,0,SC,76,327586,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00065,UG,BA English,Female,Muslim,1,General,57.5,481411,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00018,UG,BSc Physics,Female,Hindu,0,General,66.2,640363,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00138,PG,MCom Finance,Male,Muslim,1,General,85.5,669044,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00292,UG,BSc Physics,Female,Muslim,1,General,69.9,122627,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00372,UG,BA Economics,Female,Muslim,1,General,70.9,665515,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00093,UG,BSc Chemistry,Female,Christian,1,General,74.9,167196,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00206,PG,MA English,Female,Hindu,0,OBC,85.4,635509,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00127,UG,BSc Physics,Female,Hindu,0,SC,90,74937,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,1,ALL
S00027,UG,BSc Physics,Male,Hindu,0,ST,68.8,270851,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00369,UG,BA English,Male,Hindu,0,OBC,53.5,598571,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00308,UG,BA Economics,Female,Hindu,0,OBC,67.6,680890,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00413,PG,MSc Mathematics,Male,Hindu,0,OBC,67,519245,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00169,UG,BA English,Male,Christian,1,General,73.5,639446,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00437,PG,MA English,Male,Muslim,1,General,70.8,301596,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00430,UG,BCom Finance,Male,Hindu,0,OBC,82.4,90586,1,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00106,UG,BA English,Female,Muslim,1,General,68.8,483329,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00268,UG,BA Economics,Female,Christian,1,General,53.4,451831,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00053,UG,BSc Physics,Female,Muslim,1,General,81,448683,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00425,PG,MCom Finance,Male,Muslim,1,General,77.3,450946,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00212,PG,MCom Finance,Male,Hindu,0,SC,78.5,404970,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00244,PG,MSc Mathematics,Female,Muslim,1,General,70.3,106629,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00204,UG,BSc Physics,Female,Hindu,0,OBC,71.4,327120,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00316,UG,BSc Chemistry,Female,Christian,1,General,62.1,497468,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00255,PG,MA English,Female,Muslim,1,General,85,334059,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00358,PG,MCom Finance,Male,Hindu,0,General,79.4,137974,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00211,UG,BSc Mathematics,Male,Hindu,0,OBC,58.8,527953,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00094,UG,BSc Chemistry,Male,Hindu,0,SC,68.7,206227,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00219,UG,BSc Physics,Male,Muslim,1,General,73.6,672884,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00397,UG,BA Economics,Male,Christian,1,General,76.6,337750,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00176,PG,MCom Finance,Male,Muslim,1,General,70.6,86101,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00396,UG,BA Economics,Female,Hindu,0,SC,63.1,661858,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00350,PG,MA English,Male,Hindu,0,General,88,353867,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00315,UG,BSc Mathematics,Female,Hindu,0,SC,61.6,472663,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00167,PG,MCom Finance,Female,Hindu,0,OBC,96.9,346608,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00327,PG,MSc Mathematics,Male,Christian,1,General,78.6,198248,1,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00017,UG,BSc Chemistry,Female,Hindu,0,OBC,71.1,337632,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00415,UG,BSc Chemistry,Female,Hindu,0,SC,61.4,238306,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00017,UG,BSc Chemistry,Female,Hindu,0,OBC,71.1,337632,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00256,UG,BSc Mathematics,Male,Christian,1,General,67.7,319820,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00055,UG,BCom Finance,Female,Hindu,0,OBC,70.9,208113,1,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00430,UG,BCom Finance,Male,Hindu,0,OBC,82.4,90586,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00102,UG,BSc Physics,Male,Hindu,0,OBC,85.7,407781,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00074,UG,BA Economics,Female,Muslim,1,General,81.3,563654,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00139,PG,MA English,Female,Christian,1,General,74.8,676741,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00229,PG,MCom Finance,Female,Muslim,1,General,76.7,308526,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00139,PG,MA English,Female,Christian,1,General,74.8,676741,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00185,UG,BSc Chemistry,Female,Hindu,0,SC,54.5,641304,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00249,UG,BCom Finance,Male,Hindu,0,General,75.3,121183,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00255,PG,MA English,Female,Muslim,1,General,85,334059,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00066,UG,BA Economics,Female,Hindu,0,OBC,62.9,429226,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00404,UG,BSc Physics,Female,Hindu,0,OBC,82,542813,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00284,UG,BA English,Male,Muslim,1,General,78.4,384111,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00111,UG,BSc Mathematics,Male,Hindu,0,OBC,69.9,190897,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00272,UG,BA English,Female,Christian,1,General,50.6,481547,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00282,PG,MSc Mathematics,Male,Muslim,1,General,65.6,447005,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00154,UG,BCom Finance,Female,Muslim,1,General,86.3,248268,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00026,UG,BA Economics,Female,Hindu,0,SC,77.8,510411,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00338,UG,BCom Finance,Female,Muslim,1,General,78.8,343677,1,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00139,PG,MA English,Female,Christian,1,General,74.8,676741,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00443,UG,BA Economics,Male,Hindu,0,OBC,50,248814,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00072,UG,BSc Mathematics,Male,Hindu,0,General,78.6,84194,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00436,UG,BSc Chemistry,Male,Christian,1,General,64.2,483500,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00212,PG,MCom Finance,Male,Hindu,0,SC,78.5,404970,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00054,UG,BSc Mathematics,Male,Hindu,0,OBC,57.3,186874,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00377,PG,MCom Finance,Male,Muslim,1,General,84,414072,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00258,UG,BSc Physics,Male,Hindu,0,General,88.7,106953,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,1,ALL
S00228,UG,BSc Mathematics,Female,Hindu,0,SC,73.3,600402,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00235,UG,BA English,Male,Hindu,0,General,59.2,101036,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00238,UG,BCom Finance,Male,Muslim,1,General,79.1,232309,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00433,UG,BA Economics,Male,Hindu,0,General,99,480836,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00439,UG,BA Economics,Male,Hindu,0,General,82.9,371751,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00313,PG,MCom Finance,Female,Hindu,0,OBC,84.7,305463,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00107,UG,BSc Mathematics,Male,Hindu,0,SC,75.9,500935,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00226,UG,BA English,Female,Hindu,0,ST,71.8,561851,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00408,UG,BA English,Male,Hindu,0,SC,54.8,600297,1,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00109,UG,BSc Mathematics,Female,Hindu,0,OBC,69.4,347341,1,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00444,UG,BA English,Female,Hindu,0,SC,70.1,486623,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00343,UG,BA Economics,Female,Christian,1,General,70.2,316944,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00098,UG,BSc Mathematics,Female,Muslim,1,General,65.2,439321,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00423,UG,BA Economics,Female,Muslim,1,General,60.5,113988,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00182,UG,BSc Physics,Male,Hindu,0,OBC,83,468355,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00090,PG,MA English,Female,Christian,1,General,74.4,400967,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00137,UG,BA English,Male,Hindu,0,ST,71.9,72331,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00153,UG,BCom Finance,Female,Muslim,1,General,74.7,147359,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00323,PG,MSc Mathematics,Female,Muslim,1,General,78.8,171719,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00109,UG,BSc Mathematics,Female,Hindu,0,OBC,69.4,347341,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00340,UG,BSc Chemistry,Female,Hindu,0,OBC,72.6,187310,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00154,UG,BCom Finance,Female,Muslim,1,General,86.3,248268,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00446,UG,BSc Physics,Female,Christian,1,General,56.8,337873,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00414,PG,MA English,Male,Hindu,0,OBC,72.3,599633,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00094,UG,BSc Chemistry,Male,Hindu,0,SC,68.7,206227,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00040,UG,BSc Chemistry,Female,Hindu,0,General,62.9,593040,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00167,PG,MCom Finance,Female,Hindu,0,OBC,96.9,346608,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00124,UG,BA Economics,Female,Hindu,0,OBC,65,549471,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00013,UG,BA Economics,Female,Hindu,0,SC,67.5,66749,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00172,UG,BA English,Female,Christian,1,General,70.8,556533,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00026,UG,BA Economics,Female,Hindu,0,SC,77.8,510411,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00378,PG,MA English,Female,Hindu,0,OBC,95,553670,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00327,PG,MSc Mathematics,Male,Christian,1,General,78.6,198248,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00152,PG,MA English,Female,Hindu,0,General,83.4,516560,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00101,PG,MCom Finance,Female,Hindu,0,SC,92,51216,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00107,UG,BSc Mathematics,Male,Hindu,0,SC,75.9,500935,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00098,UG,BSc Mathematics,Female,Muslim,1,General,65.2,439321,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00286,UG,BA English,Male,Hindu,0,SC,81.3,557257,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00422,UG,BSc Physics,Female,Christian,1,General,97.8,97815,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00237,PG,MA English,Female,Hindu,0,SC,78.9,372485,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00297,UG,BSc Mathematics,Female,Hindu,0,General,57,388167,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00255,PG,MA English,Female,Muslim,1,General,85,334059,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00176,PG,MCom Finance,Male,Muslim,1,General,70.6,86101,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00018,UG,BSc Physics,Female,Hindu,0,General,66.2,640363,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00053,UG,BSc Physics,Female,Muslim,1,General,81,448683,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00058,UG,BSc Chemistry,Male,Hindu,0,General,69.6,634534,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00047,UG,BA Economics,Male,Hindu,0,OBC,86.5,112516,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00127,UG,BSc Physics,Female,Hindu,0,SC,90,74937,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,1,ALL
S00287,UG,BSc Chemistry,Male,Hindu,0,ST,91.5,550320,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00015,UG,BA Economics,Male,Hindu,0,OBC,65.1,259465,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00160,UG,BA English,Female,Hindu,0,General,82.1,54410,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00152,PG,MA English,Female,Hindu,0,General,83.4,516560,1,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00178,UG,BSc Physics,Female,Hindu,0,OBC,70.1,296901,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00420,UG,BSc Chemistry,Female,Hindu,0,OBC,63.7,256689,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00128,UG,BSc Chemistry,Male,Hindu,0,SC,66.1,564814,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00330,UG,BA English,Female,Hindu,0,SC,90,46195,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,1,ALL
S00334,UG,BSc Physics,Male,Hindu,0,ST,78.7,429686,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00375,UG,BSc Chemistry,Female,Muslim,1,General,78.2,338061,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00173,UG,BCom Finance,Male,Hindu,0,OBC,68.1,112513,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00224,UG,BSc Chemistry,Female,Muslim,1,General,81.6,584876,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00381,UG,BA Economics,Male,Hindu,0,General,57.9,269017,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00080,UG,BA English,Female,Hindu,0,OBC,83.3,49612,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,1,ALL
S00081,UG,BA Economics,Male,Muslim,1,General,69.8,326119,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00362,UG,BSc Chemistry,Male,Muslim,1,General,75,79948,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00058,UG,BSc Chemistry,Male,Hindu,0,General,69.6,634534,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00023,UG,BCom Finance,Male,Christian,1,General,64.9,656011,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00072,UG,BSc Mathematics,Male,Hindu,0,General,78.6,84194,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00219,UG,BSc Physics,Male,Muslim,1,General,73.6,672884,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00161,UG,BA English,Male,Muslim,1,General,66.7,412022,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00178,UG,BSc Physics,Female,Hindu,0,OBC,70.1,296901,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00136,UG,BA Economics,Male,Hindu,0,OBC,59.5,220018,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00349,PG,MSc Mathematics,Female,Christian,1,General,77.6,132610,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00158,PG,MA English,Male,Hindu,0,SC,89.5,322714,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00315,UG,BSc Mathematics,Female,Hindu,0,SC,61.6,472663,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00308,UG,BA Economics,Female,Hindu,0,OBC,67.6,680890,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00266,UG,BSc Mathematics,Male,Muslim,1,General,63.7,377891,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00141,UG,BCom Finance,Female,Muslim,1,General,79.9,259346,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00354,UG,BSc Mathematics,Male,Hindu,0,General,61.9,343381,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00071,PG,MCom Finance,Female,Hindu,0,OBC,77.4,328274,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00413,PG,MSc Mathematics,Male,Hindu,0,OBC,67,519245,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00202,PG,MSc Mathematics,Female,Hindu,0,OBC,80,207367,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00062,UG,BCom Finance,Female,Hindu,0,OBC,76.5,333359,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00114,UG,BCom Finance,Female,Hindu,0,SC,72.2,386591,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00317,UG,BA Economics,Male,Christian,1,General,81.6,597506,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00079,UG,BSc Chemistry,Male,Hindu,0,ST,58.2,181450,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00090,PG,MA English,Female,Christian,1,General,74.4,400967,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00223,PG,MCom Finance,Male,Muslim,1,General,86.4,608041,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00194,UG,BA English,Female,Muslim,1,General,77.3,131573,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00194,UG,BA English,Female,Muslim,1,General,77.3,131573,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,1,ALL
S00426,UG,BA English,Male,Christian,1,General,72.7,495415,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00392,PG,MA English,Male,Hindu,0,SC,82.9,495039,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00244,PG,MSc Mathematics,Female,Muslim,1,General,70.3,106629,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00410,UG,BSc Physics,Male,Christian,1,General,63.1,346560,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00283,UG,BCom Finance,Male,Muslim,1,General,56.5,152103,1,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00444,UG,BA English,Female,Hindu,0,SC,70.1,486623,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00231,UG,BA Economics,Male,Hindu,0,OBC,71.6,402435,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00160,UG,BA English,Female,Hindu,0,General,82.1,54410,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00046,UG,BA English,Male,Hindu,0,SC,66,156948,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00448,UG,BA English,Female,Hindu,0,OBC,70.1,245967,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00409,UG,BSc Chemistry,Female,Hindu,0,SC,70.2,319892,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00170,UG,BSc Mathematics,Female,Hindu,0,OBC,58.8,509176,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00408,UG,BA English,Male,Hindu,0,SC,54.8,600297,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00306,UG,BSc Mathematics,Male,Hindu,0,OBC,70.8,93029,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00183,UG,BSc Mathematics,Female,Muslim,1,General,58.3,574146,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00006,UG,BA English,Male,Hindu,0,General,85.5,563747,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00442,PG,MA English,Male,Hindu,0,ST,83.1,501311,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00078,UG,BA Economics,Female,Muslim,1,General,68.9,369273,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00169,UG,BA English,Male,Christian,1,General,73.5,639446,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00228,UG,BSc Mathematics,Female,Hindu,0,SC,73.3,600402,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00031,PG,MCom Finance,Female,Christian,1,General,72.5,604297,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00037,UG,BSc Physics,Male,Christian,1,General,76.5,576450,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00201,PG,MCom Finance,Male,Hindu,0,SC,69,512721,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00380,UG,BSc Mathematics,Male,Muslim,1,General,70.2,102629,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00046,UG,BA English,Male,Hindu,0,SC,66,156948,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00330,UG,BA English,Female,Hindu,0,SC,90,46195,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,1,ALL
S00150,UG,BSc Chemistry,Male,Muslim,1,General,74.4,184826,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00077,UG,BSc Physics,Male,Hindu,0,General,72.8,654384,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00129,UG,BCom Finance,Male,Hindu,0,General,53.1,40588,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00118,PG,MCom Finance,Male,Hindu,0,General,55.6,112901,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00310,UG,BSc Physics,Male,Muslim,1,General,74.9,478254,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00401,UG,BSc Mathematics,Female,Hindu,0,General,68.6,242679,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00274,UG,BSc Physics,Female,Hindu,0,General,72.6,79314,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00316,UG,BSc Chemistry,Female,Christian,1,General,62.1,497468,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00287,UG,BSc Chemistry,Male,Hindu,0,ST,91.5,550320,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00127,UG,BSc Physics,Female,Hindu,0,SC,90,74937,0,SCH_IN,INSPIRE Scholarship,80,500000,1,ALL
S00239,PG,MA English,Male,Hindu,0,General,71.6,321660,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00182,UG,BSc Physics,Male,Hindu,0,OBC,83,468355,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00124,UG,BA Economics,Female,Hindu,0,OBC,65,549471,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00236,UG,BA English,Female,Muslim,1,General,69.3,677673,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00139,PG,MA English,Female,Christian,1,General,74.8,676741,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00136,UG,BA Economics,Male,Hindu,0,OBC,59.5,220018,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00031,PG,MCom Finance,Female,Christian,1,General,72.5,604297,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00252,PG,MSc Mathematics,Female,Hindu,0,General,73.7,68394,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
