previous_education_percentage,annual_income,other_scholarship,eligible,academic_percentile,financial_need_index,scholarship_history_score,top_student_flag,low_income_flag,egrantz_eligible,level_PG,level_UG,stream_BA Economics,stream_BA English,stream_BCom Finance,stream_BSc Chemistry,stream_BSc Mathematics,stream_BSc Physics,stream_MA English,stream_MCom Finance,stream_MSc Mathematics,gender_Female,gender_Male,caste_category_General,caste_category_OBC,caste_category_SC,caste_category_ST
76.2,396086,1,0,0.762,2.5246978567839896e-06,1.5,0,0,1,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
76.0,471198,1,0,0.76,2.1222455905042245e-06,1.5,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
72.7,575482,0,0,0.727,1.7376707913179016e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
86.1,392583,0,0,0.861,2.547225561917959e-06,0.0,1,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
62.3,577001,0,0,0.623,1.7330962457669123e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
59.3,142889,0,1,0.593,6.998390370214851e-06,0.0,0,1,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
72.7,575482,0,0,0.727,1.7376707913179016e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
72.6,79314,0,0,0.726,1.2607955619996217e-05,0.0,0,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
77.6,261727,0,0,0.7759999999999999,3.820760484166768e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
76.0,327586,0,0,0.76,3.052624188383544e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
57.5,481411,0,0,0.575,2.0772228361569718e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
66.2,640363,0,0,0.662,1.5616118332698277e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
85.5,669044,1,0,0.855,1.4946677727208185e-06,1.5,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
69.9,122627,0,0,0.6990000000000001,8.154744430309555e-06,0.0,0,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
70.9,665515,0,0,0.7090000000000001,1.5025934763401632e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
74.9,167196,1,0,0.7490000000000001,5.980968558048291e-06,1.5,0,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
85.4,635509,0,0,0.8540000000000001,1.5735393620871427e-06,0.0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
90.0,74937,0,1,0.9,1.3344364674797832e-05,0.0,1,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
68.8,270851,0,1,0.688,3.6920532246392866e-06,0.0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
53.5,598571,0,0,0.535,1.67064279652239e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
67.6,680890,0,0,0.6759999999999999,1.4686638536858323e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
67.0,519245,0,0,0.67,1.925869433755869e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
73.5,639446,0,0,0.735,1.5638512652338661e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
70.8,301596,0,0,0.708,3.315682848304194e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
82.4,90586,1,0,0.8240000000000001,1.1039111572300661e-05,1.5,0,1,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
68.8,483329,0,0,0.688,2.06897978606749e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
53.4,451831,0,0,0.534,2.213211990297279e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
81.0,448683,0,0,0.81,2.2287400486756828e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
77.3,450946,0,0,0.773,2.217555499870273e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
78.5,404970,0,0,0.785,2.4693126174466813e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
70.3,106629,0,1,0.703,9.37822376441902e-06,0.0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
71.4,327120,0,1,0.7140000000000001,3.0569728021129797e-06,0.0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
62.1,497468,1,0,0.621,2.0101755084236405e-06,1.5,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
85.0,334059,0,0,0.85,2.9934742261869123e-06,0.0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
79.4,137974,0,1,0.794,7.2476897988766085e-06,0.0,0,1,1,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
58.8,527953,0,0,0.588,1.8941044106115306e-06,0.0,0,0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
68.7,206227,0,0,0.687,4.849002075372888e-06,0.0,0,0,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
73.6,672884,0,0,0.736,1.4861380473632195e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
76.6,337750,0,0,0.7659999999999999,2.9607610340161834e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
70.6,86101,0,1,0.706,1.1614132075909967e-05,0.0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
63.1,661858,0,0,0.631,1.5108958252437452e-06,0.0,0,0,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
88.0,353867,0,0,0.88,2.8259124871420982e-06,0.0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
61.6,472663,0,0,0.616,2.11566778938104e-06,0.0,0,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
96.9,346608,0,0,0.9690000000000001,2.8850953091235367e-06,0.0,1,0,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
78.6,198248,1,0,0.7859999999999999,5.044161635115436e-06,1.5,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
71.1,337632,0,0,0.711,2.961795796027047e-06,0.0,0,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
61.4,238306,0,1,0.614,4.1962678393836524e-06,0.0,0,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
71.1,337632,0,0,0.711,2.961795796027047e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
67.7,319820,0,0,0.677,3.1267490252359913e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
70.9,208113,1,0,0.7090000000000001,4.805058765868706e-06,1.5,0,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
82.4,90586,1,0,0.8240000000000001,1.1039111572300661e-05,1.5,0,1,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
85.7,407781,0,0,0.857,2.452290684728605e-06,0.0,1,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
81.3,563654,0,0,0.813,1.7741348874754948e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
74.8,676741,0,0,0.748,1.477668003463654e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
76.7,308526,0,0,0.767,3.2412074145860816e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
74.8,676741,0,0,0.748,1.477668003463654e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
54.5,641304,0,0,0.545,1.5593204481486967e-06,0.0,0,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
75.3,121183,0,1,0.753,8.251914444151043e-06,0.0,0,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
85.0,334059,0,0,0.85,2.9934742261869123e-06,0.0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
62.9,429226,0,0,0.629,2.329769562492574e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
82.0,542813,0,0,0.82,1.8422516736856455e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
78.4,384111,0,0,0.784,2.6034073395259714e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
69.9,190897,0,1,0.6990000000000001,5.238399564165156e-06,0.0,0,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
50.6,481547,0,0,0.506,2.0766361816475203e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
65.6,447005,1,0,0.6559999999999999,2.237106437050062e-06,1.5,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
86.3,248268,0,1,0.863,4.027889104157184e-06,0.0,1,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
77.8,510411,0,0,0.778,1.9592015861696042e-06,0.0,0,0,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
78.8,343677,1,0,0.7879999999999999,2.9097003590570244e-06,1.5,0,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
74.8,676741,0,0,0.748,1.477668003463654e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
50.0,248814,0,0,0.5,4.019050298414485e-06,0.0,0,0,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
78.6,84194,0,0,0.7859999999999999,1.1877189856879861e-05,0.0,0,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
64.2,483500,0,0,0.642,2.0682480491250276e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
78.5,404970,0,0,0.785,2.4693126174466813e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
57.3,186874,0,0,0.573,5.351170568561873e-06,0.0,0,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
84.0,414072,0,0,0.84,2.4150330980286083e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
88.7,106953,0,0,0.887,9.349813938702619e-06,0.0,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
73.3,600402,0,0,0.733,1.6655479736110579e-06,0.0,0,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
59.2,101036,0,0,0.5920000000000001,9.897364331878421e-06,0.0,0,1,0,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
79.1,232309,0,0,0.7909999999999999,4.304593000731781e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
99.0,480836,0,0,0.99,2.079706844523196e-06,0.0,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
82.9,371751,0,0,0.8290000000000001,2.6899653532462503e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
84.7,305463,0,0,0.847,3.273708194746353e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
75.9,500935,0,0,0.759,1.996262995672102e-06,0.0,0,0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
71.8,561851,0,0,0.718,1.7798281397948214e-06,0.0,0,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
54.8,600297,1,0,0.5479999999999999,1.6658392998144255e-06,1.5,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
69.4,347341,1,0,0.6940000000000001,2.8790068577943353e-06,1.5,0,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
70.1,486623,0,0,0.701,2.054974682711909e-06,0.0,0,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
70.2,316944,0,0,0.7020000000000001,3.1551215510577545e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
65.2,439321,0,0,0.652,2.2762347435366316e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
60.5,113988,1,0,0.605,8.772776320522156e-06,1.5,0,1,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
83.0,468355,0,0,0.83,2.1351279795710955e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
74.4,400967,0,0,0.7440000000000001,2.4939646056543164e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
71.9,72331,0,0,0.7190000000000001,1.3825139633910302e-05,0.0,0,1,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
74.7,147359,0,1,0.747,6.7861020629750274e-06,0.0,0,1,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
78.8,171719,1,0,0.7879999999999999,5.823433496389471e-06,1.5,0,1,0,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
69.4,347341,1,0,0.6940000000000001,2.8790068577943353e-06,1.5,0,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
72.6,187310,0,0,0.726,5.338714757809205e-06,0.0,0,1,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
86.3,248268,0,0,0.863,4.027889104157184e-06,0.0,1,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
56.8,337873,0,0,0.568,2.9596831955107523e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
72.3,599633,1,0,0.723,1.6676839538785325e-06,1.5,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
68.7,206227,0,0,0.687,4.849002075372888e-06,0.0,0,0,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
62.9,593040,0,0,0.629,1.6862240553351285e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
96.9,346608,0,0,0.9690000000000001,2.8850953091235367e-06,0.0,1,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
65.0,549471,0,0,0.65,1.819928949973793e-06,0.0,0,0,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
67.5,66749,1,0,0.675,1.49812734082397e-05,1.5,0,1,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
70.8,556533,1,0,0.708,1.796835413469797e-06,1.5,0,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
77.8,510411,0,0,0.778,1.9592015861696042e-06,0.0,0,0,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
95.0,553670,0,0,0.95,1.806126743138073e-06,0.0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
78.6,198248,1,0,0.7859999999999999,5.044161635115436e-06,1.5,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
83.4,516560,1,0,0.8340000000000001,1.9358797896085845e-06,1.5,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
92.0,51216,1,0,0.92,1.9524767167151533e-05,1.5,1,1,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
75.9,500935,0,0,0.759,1.996262995672102e-06,0.0,0,0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
65.2,439321,0,0,0.652,2.2762347435366316e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
81.3,557257,0,0,0.813,1.7945009313459833e-06,0.0,0,0,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
97.8,97815,0,1,0.978,1.0223276355606444e-05,0.0,1,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
78.9,372485,0,0,0.789,2.684664658537502e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
57.0,388167,0,0,0.57,2.576204117804662e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
85.0,334059,0,0,0.85,2.9934742261869123e-06,0.0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
70.6,86101,0,1,0.706,1.1614132075909967e-05,0.0,0,1,1,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
66.2,640363,0,0,0.662,1.5616118332698277e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
81.0,448683,0,0,0.81,2.2287400486756828e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
69.6,634534,0,0,0.696,1.5759571970025293e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
86.5,112516,0,1,0.865,8.887545881955615e-06,0.0,1,1,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
90.0,74937,0,0,0.9,1.3344364674797832e-05,0.0,1,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
91.5,550320,1,0,0.915,1.8171212801255994e-06,1.5,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
65.1,259465,0,0,0.6509999999999999,3.8540695119977185e-06,0.0,0,0,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
82.1,54410,0,1,0.821,1.8378636672731618e-05,0.0,0,1,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
83.4,516560,1,0,0.8340000000000001,1.9358797896085845e-06,1.5,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
70.1,296901,0,0,0.701,3.3681147314602127e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
63.7,256689,0,1,0.637,3.895749737036893e-06,0.0,0,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
66.1,564814,0,0,0.6609999999999999,1.770491222789763e-06,0.0,0,0,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
90.0,46195,0,1,0.9,2.164689583513724e-05,0.0,1,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
78.7,429686,1,0,0.787,2.327275435375052e-06,1.5,0,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
78.2,338061,0,0,0.782,2.9580372831019164e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
68.1,112513,1,0,0.6809999999999999,8.887782853689319e-06,1.5,0,1,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
81.6,584876,0,0,0.816,1.7097611976535237e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
57.9,269017,0,0,0.579,3.717223382821967e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
83.3,49612,0,1,0.833,2.015600749803479e-05,0.0,0,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
69.8,326119,0,0,0.698,3.066355942597817e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
75.0,79948,0,0,0.75,1.250797383331874e-05,0.0,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
69.6,634534,0,0,0.696,1.5759571970025293e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
64.9,656011,0,0,0.649,1.5243623592251362e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
78.6,84194,0,1,0.7859999999999999,1.1877189856879861e-05,0.0,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
73.6,672884,0,0,0.736,1.4861380473632195e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
66.7,412022,0,0,0.667,2.427048975421275e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
70.1,296901,0,0,0.701,3.3681147314602127e-06,0.0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
59.5,220018,0,0,0.595,4.545062017371227e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
77.6,132610,0,1,0.7759999999999999,7.540852568791428e-06,0.0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
89.5,322714,0,1,0.895,3.0987093875400897e-06,0.0,1,0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
61.6,472663,0,0,0.616,2.11566778938104e-06,0.0,0,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
67.6,680890,0,0,0.6759999999999999,1.4686638536858323e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
63.7,377891,1,0,0.637,2.6462587194224804e-06,1.5,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
79.9,259346,0,1,0.799,3.8558379314200666e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
61.9,343381,0,0,0.619,2.9122085607282852e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
77.4,328274,0,0,0.774,3.046226486939304e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
67.0,519245,0,0,0.67,1.925869433755869e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
80.0,207367,0,1,0.8,4.822344816943791e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
76.5,333359,0,0,0.765,2.999760019198464e-06,0.0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
72.2,386591,0,0,0.722,2.586706398476947e-06,0.0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
81.6,597506,0,0,0.816,1.6736205600938565e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
58.2,181450,0,0,0.5820000000000001,5.511129726482632e-06,0.0,0,1,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
74.4,400967,0,0,0.7440000000000001,2.4939646056543164e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
86.4,608041,0,0,0.8640000000000001,1.6446232332634916e-06,0.0,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
77.3,131573,1,0,0.773,7.60028577074498e-06,1.5,0,1,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
77.3,131573,1,0,0.773,7.60028577074498e-06,1.5,0,1,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
72.7,495415,0,0,0.727,2.0185056598898705e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
82.9,495039,0,0,0.8290000000000001,2.020038784744667e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
70.3,106629,0,1,0.703,9.37822376441902e-06,0.0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
63.1,346560,0,0,0.631,2.885494905658744e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
56.5,152103,1,0,0.565,6.574449061168674e-06,1.5,0,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
70.1,486623,0,0,0.701,2.054974682711909e-06,0.0,0,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
71.6,402435,0,0,0.716,2.4848671590016798e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
82.1,54410,0,1,0.821,1.8378636672731618e-05,0.0,0,1,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
66.0,156948,0,1,0.66,6.371496473376702e-06,0.0,0,1,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
70.1,245967,0,0,0.701,4.065569504976257e-06,0.0,0,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
70.2,319892,0,0,0.7020000000000001,3.1260452713876203e-06,0.0,0,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
58.8,509176,0,0,0.588,1.9639535957044405e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
54.8,600297,1,0,0.5479999999999999,1.6658392998144255e-06,1.5,0,0,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
70.8,93029,0,1,0.708,1.0749220681500592e-05,0.0,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
58.3,574146,0,0,0.583,1.7417142299794304e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
85.5,563747,0,0,0.855,1.7738422131874526e-06,0.0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
83.1,501311,0,0,0.831,1.9947657347121154e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
68.9,369273,0,0,0.6890000000000001,2.708016269761749e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
73.5,639446,0,0,0.735,1.5638512652338661e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
73.3,600402,0,0,0.733,1.6655479736110579e-06,0.0,0,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
72.5,604297,0,0,0.725,1.6548126917514207e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
76.5,576450,0,0,0.765,1.7347528237439088e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
69.0,512721,0,0,0.69,1.9503746669735257e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
70.2,102629,0,1,0.7020000000000001,9.743739647276625e-06,0.0,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
66.0,156948,0,1,0.66,6.371496473376702e-06,0.0,0,1,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
90.0,46195,0,1,0.9,2.164689583513724e-05,0.0,1,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
74.4,184826,0,1,0.7440000000000001,5.410464921250683e-06,0.0,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
